,task_id,title,label_JE,why,task,task_type
755,19570,Personal Financial Advisors,1,,"Inform clients about tax benefits, government rebates, or other financial benefits of alternative-fuel vehicle purchases or energy-efficient home construction, improvements, or remodeling.",Supplemental
756,12919,Personal Financial Advisors,0,,"Conduct seminars or workshops on financial planning topics, such as retirement planning, estate planning, or the evaluation of severance packages.",Supplemental
757,21045,Insurance Underwriters,1,,"Examine documents to determine degree of risk from factors such as applicant health, financial standing and value, and condition of property.",Core
758,1261,Insurance Underwriters,0,,Decline excessive risks.,Core
759,1262,Insurance Underwriters,1,,"Write to field representatives, medical personnel, or others to obtain further information, quote rates, or explain company underwriting policies.",Core
760,1263,Insurance Underwriters,1,,Evaluate possibility of losses due to catastrophe or excessive insurance.,Core
761,1265,Insurance Underwriters,1,,Review company records to determine amount of insurance in force on single risk or group of closely related risks.,Core
762,1264,Insurance Underwriters,1,,"Decrease value of policy when risk is substandard and specify applicable endorsements or apply rating to ensure safe, profitable distribution of risks, using reference materials.",Core
763,1266,Insurance Underwriters,0,,Authorize reinsurance of policy when risk is high.,Core
764,21605,Financial Risk Specialists,1,,"Analyze areas of potential risk to the assets, earning capacity, or success of organizations.",
765,21606,Financial Risk Specialists,1,,Analyze new legislation to determine impact on risk exposure.,
766,21607,Financial Risk Specialists,1,,"Conduct statistical analyses to quantify risk, using statistical analysis software or econometric models.",
767,21608,Financial Risk Specialists,0,,Confer with traders to identify and communicate risks associated with specific trading strategies or positions.,
768,21609,Financial Risk Specialists,1,,Consult financial literature to ensure use of the latest models or statistical techniques.,
769,21610,Financial Risk Specialists,0,,Contribute to development of risk management systems.,
770,21611,Financial Risk Specialists,1,,Determine potential environmental impacts of new products or processes on long-term growth and profitability.,
771,21612,Financial Risk Specialists,1,,Develop contingency plans to deal with emergencies.,
772,21613,Financial Risk Specialists,1,,Develop or implement risk-assessment models or methodologies.,
773,21614,Financial Risk Specialists,1,,Devise scenario analyses reflecting possible severe market events.,
774,21615,Financial Risk Specialists,1,,Devise systems or processes to monitor validity of risk assessments.,
775,21616,Financial Risk Specialists,0,,"Document, and ensure communication of, key risks.",
776,21617,Financial Risk Specialists,0,,"Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.",
777,21618,Financial Risk Specialists,1,,Evaluate and compare the relative quality of various securities in a given industry.,
778,21619,Financial Risk Specialists,1,,Evaluate the risks and benefits involved in implementing green building technologies.,
779,21620,Financial Risk Specialists,1,,"Evaluate the risks related to green investments, such as renewable energy company stocks.",
780,21621,Financial Risk Specialists,1,,Gather risk-related data from internal or external resources.,
781,21622,Financial Risk Specialists,1,,"Identify key risks and mitigating factors of potential investments, such as asset types and values, legal and ownership structures, professional reputations, customer bases, or industry segments.",
782,21623,Financial Risk Specialists,1,,"Inform financial decisions by analyzing financial information to forecast business, industry, or economic conditions.",
783,21624,Financial Risk Specialists,1,,"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",
784,21625,Financial Risk Specialists,0,,Maintain input or data quality of risk management systems.,
785,21626,Financial Risk Specialists,0,,"Meet with clients to answer queries on subjects such as risk exposure, market scenarios, or values-at-risk calculations.",
786,21627,Financial Risk Specialists,1,,"Monitor developments in the fields of industrial technology, business, finance, and economic theory.",
787,21628,Financial Risk Specialists,1,,"Prepare plans of action for investment, using financial analyses.",
788,21629,Financial Risk Specialists,0,,"Produce reports or presentations that outline findings, explain risk positions, or recommend changes.",
789,21630,Financial Risk Specialists,0,,Provide statistical modeling advice to other departments.,
790,21631,Financial Risk Specialists,0,,"Recommend investments and investment timing to companies, investment firm staff, or the public.",
791,21632,Financial Risk Specialists,0,,Recommend ways to control or reduce risk.,
792,21633,Financial Risk Specialists,1,,Review or draft risk disclosures for offer documents.,
793,21634,Financial Risk Specialists,0,,"Track, measure, or report on aspects of market risk for traded issues.",
794,7317,Financial Examiners,1,,"Recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions.",Core
795,7319,Financial Examiners,1,,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",Core
796,7327,Financial Examiners,0,,"Resolve problems concerning the overall financial integrity of banking institutions including loan investment portfolios, capital, earnings, and specific or large troubled accounts.",Core
797,7314,Financial Examiners,0,,Investigate activities of institutions to enforce laws and regulations and to ensure legality of transactions and operations or financial solvency.,Core
798,7320,Financial Examiners,1,,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm institution assets and liabilities.",Core
799,7316,Financial Examiners,0,,"Plan, supervise, and review work of assigned subordinates.",Core
800,7321,Financial Examiners,1,,Review audit reports of internal and external auditors to monitor adequacy of scope of reports or to discover specific weaknesses in internal routines.,Core
801,7318,Financial Examiners,1,,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management.",Core
802,7322,Financial Examiners,0,,Train other examiners in the financial examination process.,Core
803,7323,Financial Examiners,1,,Establish guidelines for procedures and policies that comply with new and revised regulations and direct their implementation.,Core
804,7315,Financial Examiners,1,,"Review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",Core
805,20190,Financial Examiners,0,,Provide regulatory compliance training to employees.,Core
806,7328,Financial Examiners,1,,Evaluate data processing applications for institutions under examination to develop recommendations for coordinating existing systems with examination procedures.,Core
807,7326,Financial Examiners,1,,"Review applications for mergers, acquisitions, establishment of new institutions, acceptance in Federal Reserve System, or registration of securities sales to determine their public interest value and conformance to regulations, and recommend acceptance or rejection.",Core
808,7325,Financial Examiners,0,,"Verify and inspect cash reserves, assigned collateral, and bank-owned securities to check internal control procedures.",Core
809,7329,Financial Examiners,0,,"Confer with officials of real estate, securities, or financial institution industries to exchange views and discuss issues or pending cases.",Supplemental
810,18935,Credit Counselors,1,,Calculate clients' available monthly income to meet debt obligations.,Core
811,18938,Credit Counselors,0,,"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",Core
812,18936,Credit Counselors,1,,"Create debt management plans, spending plans, or budgets to assist clients to meet financial goals.",Core
813,18943,Credit Counselors,1,,"Prioritize client debt repayment to avoid dire consequences, such as bankruptcy or foreclosure or to reduce overall costs, such as by paying high-interest or short-term loans first.",Core
814,18934,Credit Counselors,1,,"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information.",Core
815,18945,Credit Counselors,1,,"Recommend strategies for clients to meet their financial goals, such as borrowing money through loans or loan programs, declaring bankruptcy, making budget adjustments, or enrolling in debt management plans.",Core
816,18952,Credit Counselors,1,,"Explain general financial topics to clients, such as credit report ratings, bankruptcy laws, consumer protection laws, wage attachments, or collection actions.",Core
817,18939,Credit Counselors,0,,Interview clients by telephone or in person to gather financial information.,Core
818,18937,Credit Counselors,1,,"Estimate time for debt repayment, given amount of debt, interest rates, and available funds.",Core
819,18942,Credit Counselors,1,,Prepare written documents to establish contracts with or communicate financial recommendations to clients.,Core
820,18940,Credit Counselors,1,,"Maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries.",Core
821,18941,Credit Counselors,0,,"Negotiate with creditors on behalf of clients to arrange for payment adjustments, interest rate reductions, time extensions, or payment plans.",Core
822,18948,Credit Counselors,0,,"Advise clients on housing matters, such as housing rental, homeownership, mortgage delinquency, or foreclosure prevention.",Core
823,18950,Credit Counselors,1,,Create action plans to assist clients in obtaining permanent housing via rent or mortgage programs.,Core
824,18933,Credit Counselors,0,,"Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat.",Core
825,18947,Credit Counselors,1,,"Review changes to financial, family, or employment situations to determine whether changes to existing debt management plans, spending plans, or budgets are needed.",Core
826,18944,Credit Counselors,1,,"Recommend educational materials or resources to clients on matters, such as financial planning, budgeting, or credit.",Core
827,18946,Credit Counselors,1,,Refer clients to social service or community resources for needs beyond those of credit or debt counseling.,Core
828,18953,Credit Counselors,1,,"Explain loan information to clients, such as available loan types, eligibility requirements, or loan restrictions.",Core
829,18955,Credit Counselors,0,,"Teach courses or seminars on topics, such as budgeting, management of personal finances, or financial literacy.",Core
830,18949,Credit Counselors,1,,Conduct research to help clients avoid repossessions or foreclosures or remove levies or wage garnishments.,Core
831,18954,Credit Counselors,0,,"Investigate missing checks, payment histories, held funds, returned checks, or other related issues to resolve client or creditor problems.",Supplemental
832,3408,Loan Officers,0,,Meet with applicants to obtain information for loan applications and to answer questions about the process.,Core
833,3409,Loan Officers,1,,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",Core
834,3407,Loan Officers,0,,"Approve loans within specified limits, and refer loan applications outside those limits to management for approval.",Core
835,3410,Loan Officers,1,,"Explain to customers the different types of loans and credit options that are available, as well as the terms of those services.",Core
836,3416,Loan Officers,1,,Submit applications to credit analysts for verification and recommendation.,Core
837,3413,Loan Officers,1,,Review loan agreements to ensure that they are complete and accurate according to policy.,Core
838,3412,Loan Officers,1,,Review and update credit and loan files.,Core
839,3411,Loan Officers,0,,"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",Core
840,3418,Loan Officers,0,,Work with clients to identify their financial goals and to find ways of reaching those goals.,Core
841,3417,Loan Officers,0,,Handle customer complaints and take appropriate action to resolve them.,Core
842,3415,Loan Officers,1,,Stay abreast of new types of loans and other financial services and products to better meet customers' needs.,Core
843,3421,Loan Officers,0,,"Market bank products to individuals and firms, promoting bank services that may meet customers' needs.",Core
844,3425,Loan Officers,1,,Analyze potential loan markets and develop referral networks to locate prospects for loans.,Core
845,3414,Loan Officers,1,,Compute payment schedules.,Core
846,3426,Loan Officers,1,,"Prepare reports to send to customers whose accounts are delinquent, and forward irreconcilable accounts for collector action.",Supplemental
847,3423,Loan Officers,1,,"Set credit policies, credit lines, procedures and standards in conjunction with senior managers.",Supplemental
848,21635,Loan Officers,1,,Assist in selection of financial award candidates using electronic databases to certify loan eligibility.,
849,21636,Loan Officers,0,,Authorize or sign mail collection letters.,
850,21637,Loan Officers,1,,Calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,
851,21638,Loan Officers,0,,Confer with underwriters to resolve mortgage application problems.,
852,21639,Loan Officers,0,,Contact applicants or creditors to resolve questions about applications or to assist with completion of paperwork.,
853,21640,Loan Officers,0,,Contact borrowers with delinquent accounts to obtain payment in full or to negotiate repayment plans.,
854,21641,Loan Officers,0,,"Counsel clients on personal and family financial problems, such as excessive spending or borrowing of funds.",
855,21642,Loan Officers,1,,Establish payment priorities according to credit terms and interest rates to reduce clients' overall costs.,
856,21643,Loan Officers,1,,Inform individuals and groups about the financial assistance available to college or university students.,
857,21644,Loan Officers,1,,"Maintain and review account records, updating and recategorizing them according to status changes.",
858,21645,Loan Officers,1,,Match individuals' needs and eligibility with available financial aid programs to provide informed recommendations.,
859,21646,Loan Officers,1,,Review accounts to determine write-offs for collection agencies.,
860,21647,Loan Officers,1,,Review billing for accuracy.,
861,5293,"Tax Examiners and Collectors, and Revenue Agents",1,,Send notices to taxpayers when accounts are delinquent.,Core
862,5291,"Tax Examiners and Collectors, and Revenue Agents",0,,"Confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns.",Core
863,5294,"Tax Examiners and Collectors, and Revenue Agents",1,,"Notify taxpayers of any overpayment or underpayment, and either issue a refund or request further payment.",Core
864,5290,"Tax Examiners and Collectors, and Revenue Agents",0,,"Maintain records for each case, including contacts, telephone numbers, and actions taken.",Core
865,5292,"Tax Examiners and Collectors, and Revenue Agents",1,,Contact taxpayers by mail or telephone to address discrepancies and to request supporting documentation.,Core
866,20016,"Tax Examiners and Collectors, and Revenue Agents",0,,Answer questions from taxpayers and assist them in completing tax forms.,Core
867,5288,"Tax Examiners and Collectors, and Revenue Agents",0,,Collect taxes from individuals or businesses according to prescribed laws and regulations.,Supplemental
868,5305,"Tax Examiners and Collectors, and Revenue Agents",1,,"Determine appropriate methods of debt settlement, such as offers of compromise, wage garnishment, or seizure and sale of property.",Supplemental
869,5302,"Tax Examiners and Collectors, and Revenue Agents",1,,"Check tax forms to verify that names and taxpayer identification numbers are correct, that computations have been performed correctly, or that amounts match those on supporting documentation.",Supplemental
870,5303,"Tax Examiners and Collectors, and Revenue Agents",1,,Examine and analyze tax assets and liabilities to determine resolution of delinquent tax problems.,Supplemental
871,5301,"Tax Examiners and Collectors, and Revenue Agents",0,,Impose payment deadlines on delinquent taxpayers and monitor payments to ensure that deadlines are met.,Supplemental
872,5295,"Tax Examiners and Collectors, and Revenue Agents",1,,Conduct independent field audits and investigations of income tax returns to verify information or to amend tax liabilities.,Supplemental
873,5296,"Tax Examiners and Collectors, and Revenue Agents",1,,Review filed tax returns to determine whether claimed tax credits and deductions are allowed by law.,Supplemental
874,5289,"Tax Examiners and Collectors, and Revenue Agents",1,,"Maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information.",Supplemental
875,5300,"Tax Examiners and Collectors, and Revenue Agents",1,,"Process individual and corporate income tax returns, and sales and excise tax returns.",Supplemental
876,5309,"Tax Examiners and Collectors, and Revenue Agents",1,,Request that the state or federal revenue service prepare a return on a taxpayer's behalf in cases where taxes have not been filed.,Supplemental
877,5310,"Tax Examiners and Collectors, and Revenue Agents",0,,"Investigate claims of inability to pay taxes by researching court information for the status of liens, mortgages, or financial statements, or by locating assets through third parties.",Supplemental
878,5297,"Tax Examiners and Collectors, and Revenue Agents",1,,Review selected tax returns to determine the nature and extent of audits to be performed on them.,Supplemental
879,5299,"Tax Examiners and Collectors, and Revenue Agents",0,,Examine accounting systems and records to determine whether accounting methods used were appropriate and in compliance with statutory provisions.,Supplemental
880,5312,"Tax Examiners and Collectors, and Revenue Agents",0,,Participate in informal appeals hearings on contested cases from other agents.,Supplemental
881,5307,"Tax Examiners and Collectors, and Revenue Agents",0,,Prepare briefs and assist in searching and seizing records to prepare charges and documentation for court cases.,Supplemental
882,5298,"Tax Examiners and Collectors, and Revenue Agents",0,,Enter tax return information into computers for processing.,Supplemental
883,5306,"Tax Examiners and Collectors, and Revenue Agents",0,,Secure a taxpayer's agreement to discharge a tax assessment or submit contested determinations to other administrative or judicial conferees for appeals hearings.,Supplemental
884,5311,"Tax Examiners and Collectors, and Revenue Agents",0,,"Install systems of recording costs or other financial and budgetary data or provide advice on such systems, based on examination of current financial records.",Supplemental
885,7360,Tax Preparers,1,,"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum.",Core
886,7358,Tax Preparers,1,,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables.",Core
887,7361,Tax Preparers,0,,Interview clients to obtain additional information on taxable income and deductible expenses and allowances.,Core
888,7362,Tax Preparers,1,,"Review financial records, such as income statements and documentation of expenditures to determine forms needed to prepare tax returns.",Core
889,7359,Tax Preparers,1,,Prepare or assist in preparing simple to complex tax returns for individuals or small businesses.,Core
890,7366,Tax Preparers,1,,"Check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",Core
891,7363,Tax Preparers,0,,Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,Core
892,7364,Tax Preparers,1,,Consult tax law handbooks or bulletins to determine procedures for preparation of atypical returns.,Core
893,20364,Tax Preparers,1,,Explain federal and state tax laws to individuals and companies.,Core
894,20363,Tax Preparers,0,,Answer questions and provide future tax planning to clients.,Core
895,7365,Tax Preparers,1,,Calculate form preparation fees according to return complexity and processing time required.,Core
896,21165,Tax Preparers,0,,Schedule appointments with clients.,Core
897,15990,Financial Quantitative Analysts,0,,"Develop core analytical capabilities or model libraries, using advanced statistical, quantitative, or econometric techniques.",Core
898,15983,Financial Quantitative Analysts,0,,Provide application or analytical support to researchers or traders on issues such as valuations or data.,Core
899,15995,Financial Quantitative Analysts,1,,"Research or develop analytical tools to address issues such as portfolio construction or optimization, performance measurement, attribution, profit and loss measurement, or pricing models.",Core
900,15987,Financial Quantitative Analysts,1,,Maintain or modify all financial analytic models in use.,Core
901,15997,Financial Quantitative Analysts,1,,"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",Core
902,15986,Financial Quantitative Analysts,1,,Research new financial products or analytics to determine their usefulness.,Core
903,15996,Financial Quantitative Analysts,1,,Devise or apply independent models or tools to help verify results of analytical systems.,Core
904,15991,Financial Quantitative Analysts,1,,Define or recommend model specifications or data collection methods.,Core
905,15993,Financial Quantitative Analysts,0,,"Confer with other financial engineers or analysts on trading strategies, market dynamics, or trading system performance to inform development of quantitative techniques.",Core
906,15989,Financial Quantitative Analysts,1,,Interpret results of financial analysis procedures.,Core
907,15994,Financial Quantitative Analysts,0,,"Collaborate with product development teams to research, model, validate, or implement quantitative structured solutions for new or expanded markets.",Core
908,15988,Financial Quantitative Analysts,1,,Produce written summary reports of financial research results.,Core
909,15992,Financial Quantitative Analysts,0,,Consult traders or other financial industry personnel to determine the need for new or improved analytical applications.,Core
910,15984,Financial Quantitative Analysts,1,,"Identify, track, or maintain metrics for trading system operations.",Core
911,15982,Financial Quantitative Analysts,1,,Prepare requirements documentation for use by software developers.,Core
912,15985,Financial Quantitative Analysts,1,,"Collaborate in the development or testing of new analytical software to ensure compliance with user requirements, specifications, or scope.",Core
913,19575,Financial Quantitative Analysts,1,,Develop solutions to help clients hedge carbon exposure or risk.,Supplemental
914,19572,Financial Quantitative Analysts,1,,Analyze pricing or risks of carbon trading products.,Supplemental
915,19574,Financial Quantitative Analysts,1,,"Develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (ESG) issues.",Supplemental
916,19576,Financial Quantitative Analysts,1,,"Develop tools to assess green technologies or green financial products, such as green hedge funds or social responsibility investment funds.",Supplemental
917,19573,Financial Quantitative Analysts,1,,"Assess the potential impact of climate change on business financial issues, such as damage repairs, insurance costs, or potential disruptions of daily activities.",Supplemental
918,16053,"Fraud Examiners, Investigators and Analysts",1,,Document all investigative activities.,Core
919,16046,"Fraud Examiners, Investigators and Analysts",1,,Prepare written reports of investigation findings.,Core
920,16057,"Fraud Examiners, Investigators and Analysts",1,,"Analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",Core
921,16051,"Fraud Examiners, Investigators and Analysts",0,,Gather financial documents related to investigations.,Core
922,16049,"Fraud Examiners, Investigators and Analysts",0,,Interview witnesses or suspects and take statements.,Core
923,16045,"Fraud Examiners, Investigators and Analysts",1,,Review reports of suspected fraud to determine need for further investigation.,Core
924,16056,"Fraud Examiners, Investigators and Analysts",0,,"Conduct in-depth investigations of suspicious financial activity, such as suspected money-laundering efforts.",Core
925,16048,"Fraud Examiners, Investigators and Analysts",0,,"Lead, or participate in, fraud investigation teams.",Core
926,16038,"Fraud Examiners, Investigators and Analysts",1,,Prepare evidence for presentation in court.,Core
927,16055,"Fraud Examiners, Investigators and Analysts",0,,Coordinate investigative efforts with law enforcement officers and attorneys.,Core
928,16047,"Fraud Examiners, Investigators and Analysts",1,,Recommend actions in fraud cases.,Core
929,16052,"Fraud Examiners, Investigators and Analysts",1,,Evaluate business operations to identify risk areas for fraud.,Core
930,16054,"Fraud Examiners, Investigators and Analysts",1,,"Create and maintain logs, records, or databases of information about fraudulent activity.",Core
931,16035,"Fraud Examiners, Investigators and Analysts",1,,Maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.,Core
932,16044,"Fraud Examiners, Investigators and Analysts",0,,Advise businesses or agencies on ways to improve fraud detection.,Core
933,16040,"Fraud Examiners, Investigators and Analysts",0,,Negotiate with responsible parties to arrange for recovery of losses due to fraud.,Core
934,16036,"Fraud Examiners, Investigators and Analysts",0,,Train others in fraud detection and prevention techniques.,Core
935,16050,"Fraud Examiners, Investigators and Analysts",0,,"Design, implement, or maintain fraud detection tools or procedures.",Core
936,16037,"Fraud Examiners, Investigators and Analysts",1,,Research or evaluate new technologies for use in fraud detection systems.,Core
